Title_amazon,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author_amazon,Number of Pages_amazon,Author_cleaned,source_URL,Readers Choice Votes,Readers Choice Category,Title_goodreads,Author_goodreads,Total Avg Rating,Number of Ratings,Number of Reviews,Number of Pages_goodreads,Edition,Book Description,First Published date,Kindle Version and Price,Kindle Price,About the Author,_merge
The Tattooist of Auschwitz: A Novel,3846,4.6,160453,4.93,Cultural Heritage,Harper Paperbacks,Harper Paperbacks,Heather Morris,288.0,heather morris,,,,,,,,,,,,,,,,left_only
Tales of a Fourth Grade Nothing,3847,4.7,11871,8.99,Siblings,Puffin Books,Puffin Books,Judy Blume,120.0,judy blume,,,,,,,,,,,,,,,,left_only
"Bright Lights, Big Christmas: A Novel",3848,4.4,3845,12.79,Holidays,St. Martin's Press,,Mary Kay Andrews,288.0,mary kay andrews,,,,,,,,,,,,,,,,left_only
Amulet #1-8 Box Set,3850,4.9,4325,41.68,Family Life,Graphix,Scholastic,Kazu Kibuishi,1696.0,kazu kibuishi,,,,,,,,,,,,,,,,left_only
"I Survived the American Revolution, 1776 (I Survived #15) (15)",3853,4.8,4217,2.75,United States,Scholastic Paperbacks,Scholastic,Lauren Tarshis,144.0,lauren tarshis,,,,,,,,,,,,,,,,left_only
Hellsing Deluxe Volume 1,3856,4.9,2350,30.99,Fantasy,Dark Horse Manga,Dark Horse Manga,Kohta Hirano,696.0,kohta hirano,,,,,,,,,,,,,,,,left_only
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,3856,4.6,14217,5.73,Happiness,HarperSanFrancisco,HarperOne,Robin Sharma,198.0,robin sharma,,,,,,,,,,,,,,,,left_only
Lunar 2024 Wall Calendar,3857,4.9,21,13.69,Astrophotography,Rizzoli Universe,Universe Publishing,Universe Rizzoli,24.0,universe rizzoli,,,,,,,,,,,,,,,,left_only
Akira 35th Anniversary Box Set,3857,4.9,3209,127.99,Science Fiction,Kodansha Comics,KODANSHA COMICS,Katsuhiro Otomo,2532.0,katsuhiro otomo,,,,,,,,,,,,,,,,left_only
The Field Guide to Dumb Birds of the Whole Stupid World,3858,4.6,566,11.77,Cats,Chronicle Books,Chronicle Books,Matt Kracht,192.0,matt kracht,,,,,,,,,,,,,,,,left_only
Valdemar,3858,5.0,2,21.04,Dark Fantasy,DAW,,Mercedes Lackey,464.0,mercedes lackey,,,,,,,,,,,,,,,,left_only
"A Psalm for the Wild-Built (Monk & Robot, 1)",3859,4.5,10688,12.91,Adventure,Tordotcom,Tordotcom,Becky Chambers,160.0,becky chambers,,,,,,,,,,,,,,,,left_only
Collided Special Edition (Dirty Air Special Edition),3859,4.7,1866,15.29,Contemporary,Lauren Asher,,Lauren Asher,438.0,lauren asher,https://www.goodreads.com/book/show/61681786-final-offer?from_choice=true,37873.0,Romance,Final Offer,Lauren Asher,4.26,"169,821","19,240",583.0,Paperback,"CallahanI’m the Kane brother everyone gossips about behind closed doors. Trust fund brat. Washed-up athlete. High-functioning alcoholic.No one knows the real me but her. Lana Castillo—my childhood best friend and the only woman I ever loved. When I broke her heart six years ago, I promised to never return to Lake Wisteria. I kept my word until my grandfather’s will changed everything. To receive my inheritance, I was tasked with spending a summer at the family lake house before selling it. The request was simple in theory until my entire plan blew up on the very first day. Turns out Lana doesn’t just live at the house, but she claims to own it, too. AlanaFalling in love with Callahan Kane was a mistake. He told me so before destroying my heart and our friendship six summers ago. When he promised never to come back, I foolishly believed him. But then Cal showed up again, intending to sell his grandfather’s lake house. The biggest flaw in his plan? My name is on the deed.",31-Jan-23,Kindle Unlimited $0.00,0.0,"Join my Facebook group for exclusive content and sneak peeks: https://bit.ly/BandiniBabesFollow me on Instagram: https://www.instagram.com/laurenasher... About Me: Plagued with an overactive imagination, Lauren spends her free time reading and writing. Her dream is to travel to all the places she writes about. She enjoys writing about flawed yet relatable characters you can’t help loving. She likes sharing fast-paced stories with angst, steam, and the emotional spectrum. Her extra-curricular activities include watching YouTube, binging old episodes of Parks and Rec, and searching Yelp for new restaurants before choosing her trusted favorite. She works best after her morning coffee and will never deny a nap.",both
"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation",3860,4.8,6914,10.73,Rituals & Practice,Harmony,Harmony,Thich Nhat Hanh,304.0,thich nhat hanh,,,,,,,,,,,,,,,,left_only
"A Game of Gods (Hades x Persephone Saga, 6)",3861,4.4,1615,6.9,Romantic,Bloom Books,,Scarlett St. Clair,592.0,scarlett st. clair,https://www.goodreads.com/book/show/56587784-a-game-of-gods?from_choice=true,3619.0,Romantasy,A Game of Gods,Scarlett St.  Clair,4.07,"7,547",677,592.0,Hardcover,"Told in multiple POVs, A Game of Gods is the final installment in the Hades Saga by USA Today Bestselling author Scarlett St. Clair.Hades, God of the Dead, has finally made Persephone his in every way possible. With their wedding on the horizon, the couple should be ecstatic. But Demeter is wreaking havoc on their bliss by battering the whole of New Greece with erratic and dangerous weather. At the same time, Theseus continues with his agenda against the Gods, allying with the hate-group Triad in an effort to bring down all of Olympus.Hades refuses to allow anything to stop him from securing Persephone as his bride, but he must play a deep strategic game with the Gods of Olympus to safeguard their future. And it is not entirely clear which Gods are truly on his side.",25-Jul-23,Kindle Unlimited $0.00,0.0,"International and USA Today Best Selling author Scarlett St. Clair is a citizen of the Muscogee Nation and the author of the HADES X PERSEPHONE SAGA, the HADES SAGA, KING OF BATTLE & BLOOD, and WHEN STARS COME OUT.She has a Master's degree in Library Science and Information Studies and a Bachelors in English Writing. She is obsessed with Greek Mythology, murder mysteries, and the afterlife. If you are obsessed with these things, then you'll like her books. You can find pictures of her adorable dog Adelaide on her Instagram at @authorscarlettstclair.",both
Noah Primeval (Chronicles of the Nephilim) (Volume 1),3863,4.4,1601,15.29,Fantasy,Embedded Pictures Publishing,Embedded Pictures,Brian Godawa,394.0,brian godawa,,,,,,,,,,,,,,,,left_only
Scott Pilgrim Vol. 3: Scott Pilgrim & the Infinite Sadness (3),3864,4.8,1258,17.75,Fantasy,Oni Press,Oni Press,Bryan Lee O'Malley,240.0,bryan lee o'malley,,,,,,,,,,,,,,,,left_only
Miles Morales: Shock Waves (Original Spider-Man Graphic Novel),3865,4.9,1692,4.59,Humor,Graphix,Scholastic,Justin A. Reynolds,128.0,justin a. reynolds,,,,,,,,,,,,,,,,left_only
Siddhartha: A Novel,3866,4.7,3622,5.65,Classics,Bantam,Bantam,Hesse Hermann,161.0,hesse hermann,,,,,,,,,,,,,,,,left_only
Creepy Pair of Underwear! (Creepy Tales!),3867,4.9,5184,7.35,Rabbits,Simon & Schuster Books for Young Readers,Simon & Schuster Books for Young Readers,Aaron Reynolds,48.0,aaron reynolds,,,,,,,,,,,,,,,,left_only
No Plan B: A Jack Reacher Novel,3870,4.2,56167,7.48,Genre Fiction,Dell,,Lee Child,464.0,lee child,,,,,,,,,,,,,,,,left_only
My Bleeping Family Mad Libs: World's Greatest Word Game (Adult Mad Libs),3870,4.6,3501,4.54,Parenting & Families,Mad Libs,Mad Libs,Molly Reisner,48.0,molly reisner,,,,,,,,,,,,,,,,left_only
All You Need to Know About the Music Business: Eleventh Edition,3872,4.6,38,23.42,Business,Simon & Schuster,,Donald S. Passman,560.0,donald s. passman,,,,,,,,,,,,,,,,left_only
VOLUME PROFILE: The insider's guide to trading,3873,4.4,1250,10.99,Foreign Exchange,Independently published,Independently Published,Trader Dale,195.0,trader dale,,,,,,,,,,,,,,,,left_only
The Apothecary Diaries 05 (Manga),3875,4.8,408,9.33,Mystery,Square Enix Manga,Square Enix Manga,Natsu Hyuuga,176.0,natsu hyuuga,,,,,,,,,,,,,,,,left_only
The Soul of an Octopus: A Surprising Exploration into the Wonder of Consciousness,3875,4.6,9292,3.49,Marine Biology,Washington Square Press,Atria Books,Sy Montgomery,272.0,sy montgomery,,,,,,,,,,,,,,,,left_only
"The Worlds I See: Curiosity, Exploration, and Discovery at the Dawn of AI",3876,4.7,155,21.26,Asian American & Asian,Flatiron Books: A Moment of Lift Book,,Fei-Fei Li,336.0,fei-fei li,,,,,,,,,,,,,,,,left_only
Fiske Guide to Colleges 2024: (Christmas Gift for College-Bound Teens and High School Students),3877,4.1,55,16.65,College Entrance,Sourcebooks,,Edward Fiske,864.0,edward fiske,,,,,,,,,,,,,,,,left_only
"Empire of Storms (Throne of Glass, 5)",3877,4.8,58136,17.99,Fantasy,Bloomsbury Publishing,Altapolo,Sarah J. Maas,720.0,sarah j. maas,,,,,,,,,,,,,,,,left_only
Five Lies of Our Anti-Christian Age,3878,4.6,190,18.66,Social Issues,Crossway,Crossway Books,Rosaria Butterfield,368.0,rosaria butterfield,,,,,,,,,,,,,,,,left_only
The Immortality Key: The Secret History of the Religion with No Name,3878,4.7,2993,13.99,Church History,St. Martin's Griffin,,Brian C. Muraresku,512.0,brian c. muraresku,,,,,,,,,,,,,,,,left_only
The King Arthur Baking Company's All-Purpose Baker's Companion (Revised and Updated),3880,4.9,1992,27.99,Bread,Countryman Press,Countryman Press,Company King,592.0,company king,,,,,,,,,,,,,,,,left_only
Beautifully Organized: A Guide to Function and Style in Your Home,3881,4.7,6515,15.95,Decorating,Paige Tate & Co,Paige Tate & Co,Nikki Boyd,224.0,nikki boyd,,,,,,,,,,,,,,,,left_only
Out on the Porch Wall Calendar 2024: Porch Living for Every Day of the Year,3881,4.7,41,12.32,Outdoor & Recreational Areas,Workman Publishing Company,Workman Publishing,Calendars Workman,28.0,calendars workman,,,,,,,,,,,,,,,,left_only
Dog Heaven,3881,4.8,4279,7.4,Animals,The Blue Sky Press,Blue Sky Press,Cynthia Rylant,40.0,cynthia rylant,,,,,,,,,,,,,,,,left_only
"Solo Leveling, Vol. 1 (comic) (Solo Leveling (manga), 1)",3884,4.8,5311,7.92,Fantasy,Yen Press,Yen Press,STUDIO) DUBU,320.0,studio) dubu,,,,,,,,,,,,,,,,left_only
Baked to Perfection: Winner of the Fortnum & Mason Food and Drink Awards 2022,3884,4.8,1321,28.82,Cakes,Bloomsbury Publishing,LINGKU,Katarina Cermelj,384.0,katarina cermelj,,,,,,,,,,,,,,,,left_only
Yummy Toddler Food: Dinnertime SOS: 100 Sanity-Saving Meals Parents and Kids of All Ages Will Actually Want to Eat: A Cookbook,3885,4.8,315,15.6,Budget,Rodale Books,,Amy Palanjian,256.0,amy palanjian,,,,,,,,,,,,,,,,left_only
The Apothecary Diaries 10 (Manga),3886,4.8,140,10.06,Mystery,Square Enix Manga,,Natsu Hyuuga,176.0,natsu hyuuga,,,,,,,,,,,,,,,,left_only
"Trees, Leaves, Flowers and Seeds: A Visual Encyclopedia of the Plant Kingdom (DK Our World in Pictures)",3886,4.8,3483,10.24,Flowers & Plants,DK Children,DK Children,DK DK,192.0,dk dk,,,,,,,,,,,,,,,,left_only
H.P. Lovecraft's The Shadow Over Innsmouth (Manga),3887,4.7,22,20.85,Fantasy,Dark Horse Manga,,Gou Tanabe,450.0,gou tanabe,,,,,,,,,,,,,,,,left_only
Becoming Your Own Banker: Unlock the Infinite Banking Concept,3888,4.6,2013,15.75,Retirement Planning,Infinite Banking Concepts,AYCFIYING,Nash R,92.0,nash r,,,,,,,,,,,,,,,,left_only
"Every Moment Holy, Volume II (Hardcover): Death, Grief, & Hope (Every Moment Holy, 2)",3889,4.9,749,20.95,Grief & Bereavement,Every Moment Holy,Every Moment Holy,Douglas Kaine McKelvey,384.0,douglas kaine mckelvey,,,,,,,,,,,,,,,,left_only
"Adult CCRN Exam Premium: For the Latest Exam Blueprint, Includes 3 Practice Tests, Comprehensive Review, and Online Study Prep (Barron's Test Prep)",3890,4.8,1824,24.97,Critical Care,Barrons Educational Services,Barrons Educational Series,Pat Juarez RN  MS,408.0,pat juarez rn ms,,,,,,,,,,,,,,,,left_only
"Classical Piano Sheet Music | 60 Famous Solos | Composed By: Mozart, Chopin, Beethoven, Bach, Schubert, Brahms, Tchaikovsky, Rachmaninoff, Debussy, ... Scriabin, Liszt, Vivaldi, Grieg and More",3891,4.6,635,14.31,Bassoons,Independently published,,Masterworks Publishing,174.0,masterworks publishing,,,,,,,,,,,,,,,,left_only
Coloring Book for Kids Ages 8-12,3892,4.4,51,5.99,Art,Independently published,,Media Marble,76.0,media marble,,,,,,,,,,,,,,,,left_only
Gratitude: A Day and Night Reflection Journal (90 Days) (Inner World),3893,4.7,6032,5.37,Creativity,Mandala Publishing,Mandala Publishing,Editions Insight,184.0,editions insight,,,,,,,,,,,,,,,,left_only
My Dad Is Awesome by Bluey and Bingo,3894,4.8,2430,7.99,Dogs,Penguin Young Readers Licenses,,Licenses Penguin,48.0,licenses penguin,,,,,,,,,,,,,,,,left_only
BAKE: My Best Ever Recipes for the Classics,3895,4.7,1334,25.62,Cakes,Bloomsbury Publishing,,Paul Hollywood,304.0,paul hollywood,,,,,,,,,,,,,,,,left_only
Thunderhead (2) (Arc of a Scythe),3895,4.7,11932,9.29,Children's Books,Simon & Schuster Books for Young Readers,Simon & Schuster Books for Young Readers,Neal Shusterman,512.0,neal shusterman,,,,,,,,,,,,,,,,left_only
Disney Minnie Mouse - Let's Have a Tea Party! Little Sound Book - PI Kids (Play-A-Song),3896,4.7,4128,5.29,Cats,"Phoenix International Publications, Inc.",PI Kids,Publications Editors,12.0,publications editors,,,,,,,,,,,,,,,,left_only
Crying in H Mart: A Memoir,3897,4.4,21107,7.06,Grief & Bereavement,Knopf,Knopf,Michelle Zauner,256.0,michelle zauner,,,,,,,,,,,,,,,,left_only
2024 Star Wars: The Mandalorian Wall Calendar,3898,4.9,16,12.95,Movies,Trends International,Trends International,International Trends,28.0,international trends,,,,,,,,,,,,,,,,left_only
The Great Adventure Catholic Bible (Paperback),3899,4.8,1392,32.3,Bibles,Ascension Pr,Ascension,Andrew Swafford,,andrew swafford,,,,,,,,,,,,,,,,left_only
"Dino Potty-Engaging Illustrations and Fun, Step-by-Step Rhyming Instructions get Little Ones Excited to Use the Potty on their Own!",3900,4.7,7317,6.75,Dinosaurs,Rainstorm Publishing,Rainstorm,Publishing Rainstorm,18.0,publishing rainstorm,,,,,,,,,,,,,,,,left_only
Sonic the Hedgehog: The Official Cookbook,3901,4.8,45,20.98,Games & Strategy Guides,Insight Editions,,Victoria Rosenthal,176.0,victoria rosenthal,,,,,,,,,,,,,,,,left_only
"The Prison Healer (The Prison Healer, 1)",3903,4.5,4297,9.59,Children's Books,Clarion Books,,Lynette Noni,432.0,lynette noni,,,,,,,,,,,,,,,,left_only
Where the Forest Meets the Stars,3905,4.4,103190,6.95,Family Life,Lake Union Publishing,Lake Union Publishing,Glendy Vanderah,332.0,glendy vanderah,,,,,,,,,,,,,,,,left_only
"Change Your Brain, Change Your Life (Revised and Expanded): The Breakthrough Program for Conquering Anxiety, Depression, Obsessiveness, Lack of Focus, Anger, and Memory Problems",3907,4.5,4922,6.99,Emotions,Harmony,Harmony,Daniel G. Amen M.D.,480.0,daniel g. amen m.d.,,,,,,,,,,,,,,,,left_only
US Citizenship Flash Cards 2024: Naturalization Test Study Guide with 100 USCIS Questions and Answers Flashcards Includes Online Audios,3908,4.7,1516,14.99,Citizenship,Sanlop Group,citizenshipflashcards.us,us citizenshipflashcards,,us citizenshipflashcards,,,,,,,,,,,,,,,,left_only
I Don't Have Enough Faith to Be an Atheist,3909,4.8,4367,12.95,Apologetics,Crossway,Crossway Books,Frank Turek,448.0,frank turek,,,,,,,,,,,,,,,,left_only
"Pocket Room: Coloring Book Features Tiny, Cozy, Beautiful & Peaceful Rooms Illustrations for Relaxation and Stress Relieving",3911,4.7,266,7.99,Decorative Arts,Independently published,,Coco Wyo,88.0,coco wyo,,,,,,,,,,,,,,,,left_only
"Parable of the Sower (Parable, 1)",3912,4.6,15740,6.99,Coming of Age,Grand Central Publishing,Grand Central Publishing,Octavia E. Butler,368.0,octavia e. butler,,,,,,,,,,,,,,,,left_only
"Coffee & Books Beaded Bookmark,1Pc",3912,4.8,5037,2.95,Bookmarks,"Peter Pauper Press, Inc.",PETER PAUPER PRESS,Press Inc,1.0,press inc,,,,,,,,,,,,,,,,left_only
"Elden Ring Official Strategy Guide, Vol. 1: The Lands Between",3913,4.7,2080,44.97,Strategy Guides,Future Press Verlag und Marketing GmbH,,Press Future,512.0,press future,,,,,,,,,,,,,,,,left_only
"Blue Hat, Green Hat",3913,4.9,4859,5.59,Animals,Boynton Bookworks,Little Simon,Sandra Boynton,16.0,sandra boynton,,,,,,,,,,,,,,,,left_only
What Every Body Is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,3914,4.6,12749,7.7,Interpersonal Relations,William Morrow Paperbacks,William Morrow & Company,Joe Navarro,250.0,joe navarro,,,,,,,,,,,,,,,,left_only
"The Ultimate Brain Health Puzzle Book for Adults: Crosswords, Sudoku, Cryptograms, Word Searches, and More! (Ultimate Brain Health Puzzle Books)",3915,4.6,4468,10.39,Logic & Brain Teasers,Rockridge Press,Rockridge Press,Phil Fraas,146.0,phil fraas,,,,,,,,,,,,,,,,left_only
The Pillars of the Earth: A Novel (Kingsbridge),3916,4.6,47719,9.5,Family Saga,Penguin Books,Penguin Books,Follett Ken,1008.0,follett ken,,,,,,,,,,,,,,,,left_only
"The Kitchen Companion Page-A-Week Calendar 2024: It's Magnetic! Perfect for the Fridge, Wall or Desk",3917,5.0,12,12.99,Cookbooks,Workman Publishing Company,Workman Publishing,Calendars Workman,28.0,calendars workman,,,,,,,,,,,,,,,,left_only
A Twisted Tale Anthology,3918,4.7,107,13.51,Children's Books,Disney Hyperion,,Elizabeth Lim,576.0,elizabeth lim,,,,,,,,,,,,,,,,left_only
"The Mind-Gut Connection: How the Hidden Conversation Within Our Bodies Impacts Our Mood, Our Choices, and Our Overall Health",3919,4.5,3022,10.0,Other Diets,Harper Paperbacks,Harper Wave,Emeran Mayer,336.0,emeran mayer,,,,,,,,,,,,,,,,left_only
Be Still & Know: Devotional Coloring Book,3919,4.6,57,11.81,Devotionals,Dayspring,Dayspring,Dayspring Dayspring,160.0,dayspring dayspring,,,,,,,,,,,,,,,,left_only
"Little Book of Dior (Little Books of Fashion, 5)",3921,4.7,4158,7.5,History,Welbeck,Welbeck,Karen Homer,160.0,karen homer,,,,,,,,,,,,,,,,left_only
Keep It in the Family,3923,4.3,17373,11.49,Psychological,Thomas & Mercer,,John Marrs,381.0,john marrs,https://www.goodreads.com/book/show/62967873-the-marriage-act?from_choice=true,26052.0,Science Fiction,The Marriage Act,John Marrs,3.86,"12,563","1,936",432.0,Hardcover,"What if marriage was the law? Dare you disobey?Britain. The near-future. A right-wing government believes it has the answer to society’s ills — the Sanctity of Marriage Act, which actively encourages marriage as the norm, punishing those who choose to remain single.But four couples are about to discover just how impossible relationships can be when the government is monitoring every aspect of our personal lives — monitoring every word, every minor disagreement — and will use every tool in its arsenal to ensure everyone will love, honor and obey.",19-Jan-23,Kindle $14.99,14.99,"John Marrs is the author of #1 Best Sellers The One, The Good Samaritan, When You Disappeared, The Vacation, Her Last Move, The Passengers, The Minders and What Lies Between Us. Keep It In The Family and The Marriage Act are released soon.What Lies won the International Thriller Writers' Best Paperback of 2021 award.The One has been translated into 30 different languages and is to be turned into an eight-part Netflix series starting in autumn 2020.After working as a journalist for 25-years interviewing celebrities from the world of television, film and music for national newspapers and magazines, he is now a full-time writer. Follow him on Twitter @johnmarrs1 Facebook: @johnmarrsauthor Instagram: @johnmarrs.author website: johnmarrsauthor.co.uk",both
Valentía (Spanish Edition),3925,4.8,667,14.39,Hispanic American,Ediciones Venado Real,LIISKY,Kelbin Torres,190.0,kelbin torres,,,,,,,,,,,,,,,,left_only
MARVEL MULTIVERSE ROLE-PLAYING GAME: CORE RULEBOOK,3925,4.4,206,29.99,Science Fiction,Marvel Universe,Penguin Random House,Matt Forbeck,320.0,matt forbeck,,,,,,,,,,,,,,,,left_only
"Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger, Expanded Third Edition",3926,4.7,1572,70.0,Investing,Walsworth Publishing Company,,Kaufman Peter,548.0,kaufman peter,,,,,,,,,,,,,,,,left_only
"A Touch of Malice (Hades x Persephone Saga, 5)",3927,4.5,14456,11.78,Romantic,Bloom Books,,Scarlett St. Clair,464.0,scarlett st. clair,https://www.goodreads.com/book/show/56587784-a-game-of-gods?from_choice=true,3619.0,Romantasy,A Game of Gods,Scarlett St.  Clair,4.07,"7,547",677,592.0,Hardcover,"Told in multiple POVs, A Game of Gods is the final installment in the Hades Saga by USA Today Bestselling author Scarlett St. Clair.Hades, God of the Dead, has finally made Persephone his in every way possible. With their wedding on the horizon, the couple should be ecstatic. But Demeter is wreaking havoc on their bliss by battering the whole of New Greece with erratic and dangerous weather. At the same time, Theseus continues with his agenda against the Gods, allying with the hate-group Triad in an effort to bring down all of Olympus.Hades refuses to allow anything to stop him from securing Persephone as his bride, but he must play a deep strategic game with the Gods of Olympus to safeguard their future. And it is not entirely clear which Gods are truly on his side.",25-Jul-23,Kindle Unlimited $0.00,0.0,"International and USA Today Best Selling author Scarlett St. Clair is a citizen of the Muscogee Nation and the author of the HADES X PERSEPHONE SAGA, the HADES SAGA, KING OF BATTLE & BLOOD, and WHEN STARS COME OUT.She has a Master's degree in Library Science and Information Studies and a Bachelors in English Writing. She is obsessed with Greek Mythology, murder mysteries, and the afterlife. If you are obsessed with these things, then you'll like her books. You can find pictures of her adorable dog Adelaide on her Instagram at @authorscarlettstclair.",both
"Baby's First Bible Stories Padded Board Book - Gift for Easter, Christmas, Communions, Newborns, Birthdays, Beginner Bible",3928,4.9,7171,6.2,Bedtime & Dreams,Cottage Door Press,Cottage Door Press,Elliot Rachel,26.0,elliot rachel,,,,,,,,,,,,,,,,left_only
Magical Mullets! Tough Look Coloring Book (Magical Mullets Coloring Books),3929,4.7,146,8.88,Art Therapy & Relaxation,Independently published,MOLYICE,P.E. Robinson,84.0,p.e. robinson,,,,,,,,,,,,,,,,left_only
"Blackjack Basic Strategy Chart: 4/6/8 Decks, Dealer Hits Soft 17",3929,4.6,1730,2.99,Blackjack,Bayview Strategies LLC,Bayview Strategies LLC,Smith Kenneth,2.0,smith kenneth,,,,,,,,,,,,,,,,left_only
Disney Princess: 5-Minute Princess Stories (5-Minute Stories),3932,4.9,3848,8.05,Fairy Tales,Disney Press,Disney Press,Books Disney,192.0,books disney,,,,,,,,,,,,,,,,left_only
"diary of a romantica, vol. I: lovers forgotten",3933,4.7,205,20.7,Women Authors,Independently published,Thaivee,Celia Martínez,164.0,celia martínez,,,,,,,,,,,,,,,,left_only
The Greatest Capitalist Who Ever Lived: Tom Watson Jr. and the Epic Story of How IBM Created the Digital Age,3934,4.4,32,21.64,Business,PublicAffairs,,Ralph Watson McElvenny,592.0,ralph watson mcelvenny,,,,,,,,,,,,,,,,left_only
Bridge to Terabithia,3934,4.7,10537,3.62,Classics,HarperCollins,HarperCollins,Katherine Paterson,144.0,katherine paterson,,,,,,,,,,,,,,,,left_only
Evil Boys (Spine Ridge University),3936,4.4,5044,16.82,Mystery,Independently published,,Clarissa Wild,508.0,clarissa wild,,,,,,,,,,,,,,,,left_only
My First Book of Bible Stories - Children's Padded Board Book - Religious Stories,3937,4.8,1193,9.89,Children's Books,Little Hippo Books,Cemoy,Books Little,24.0,books little,,,,,,,,,,,,,,,,left_only
"Linux Basics for Hackers: Getting Started with Networking, Scripting, and Security in Kali",3938,4.7,2152,20.49,Home Security Systems,No Starch Press,No Starch Press,OccupyTheWeb OccupyTheWeb,248.0,occupytheweb occupytheweb,,,,,,,,,,,,,,,,left_only
Fun and Challenging Mazes for Kids 8-12 (Maze Books for Kids),3938,4.7,3454,8.99,Mazes,DP Kids,CreateSpace Classics,Dylanna Press,79.0,dylanna press,,,,,,,,,,,,,,,,left_only
Corduroy (Book and Bear),3939,4.8,3774,10.99,Bears,Viking Books for Young Readers,Viking Books for Young Readers,Don Freeman,32.0,don freeman,,,,,,,,,,,,,,,,left_only
"Vengeance of the Pirate Queen (Daughter of the Pirate King, 3)",3939,4.4,172,16.5,Fantasy,Feiwel & Friends,,Tricia Levenseller,352.0,tricia levenseller,,,,,,,,,,,,,,,,left_only
John Derian Sticker Book (John Derian Paper Goods),3940,4.7,556,21.23,Individual Artists,Artisan,,John Derian,320.0,john derian,,,,,,,,,,,,,,,,left_only
"Glass Sword (Red Queen, 2)",3943,4.4,18224,7.89,Literature & Fiction,HarperTeen,Harperteen,Victoria Aveyard,464.0,victoria aveyard,,,,,,,,,,,,,,,,left_only
"National Geographic Backyard Guide to the Night Sky, 2nd Edition",3944,4.7,1517,16.49,Reference,National Geographic,NATIONAL GEOGRAPHIC,Andrew Fazekas,288.0,andrew fazekas,,,,,,,,,,,,,,,,left_only
First Little Readers Parent Pack: Guided Reading Level B: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,3945,4.8,10896,9.3,Beginner Readers,Scholastic Teaching Resources (Teaching Strategies),Scholastic,Liza Charlesworth,144.0,liza charlesworth,,,,,,,,,,,,,,,,left_only
"Pestilence (The Four Horsemen, 1)",3945,4.3,22789,11.66,Fantasy,Bloom Books,,Laura Thalassa,416.0,laura thalassa,https://www.goodreads.com/book/show/60225993-bewitched?from_choice=true,2400.0,Romantasy,Bewitched,Laura Thalassa,3.96,"7,347","1,535",443.0,Kindle Edition,"Come to me, Empress …At age twenty, Selene Bowers desperately hopes to be accepted into Henbane Coven, an academy for young witches. Since one of the requirements for entry is to connect with her powers via a quest through the wilderness, Selene books a trip to South America. When a nefarious supernatural force tries to drag her plane from the sky, Selene's magic awakens to save her life―at a cost. Using her powers devours her memories, one by one.Worse, when Selene braves the jungle and discovers the source of the attack, she finds herself awakening an ancient evil, Memnon the Cursed, who mistakes Selene for his long-dead wife. The wife who betrayed him. Selene manages to escape and begin her studies at Henbane, but when Memnon turns up at the coven and witches are found dead across campus, Selene becomes entangled in a dangerous plot. Accused of the murders on the basis of her memory loss, Selene must rely on Memnon's help for answers―and his plans for her will change everything.",18-Apr-23,Kindle Unlimited $0.00,0.0,"Found in the forest when she was young, Laura Thalassa was raised by fairies, kidnapped by werewolves, and given over to vampires as repayment for a hundred year debt. She’s been brought back to life twice, and, with a single kiss, she woke her true love from eternal sleep. She now lives happily ever after with her undead prince in a castle in the woods.… or something like that anyway.When not writing, Laura can be found scarfing down guacamole, hoarding chocolate for the apocalypse, or curled up on the couch with a good book.Never want to miss a release? Sign up for my newsletter 
  HERE
Like to discuss my books? Join my Goodreads fan page 
  HERE
 or my Facebook fan page 
  HERE
Official Site: http://www.laurathalassa.com/Facebook: https://www.facebook.com/LauraThalassa/ Twitter: https://twitter.com/LauraThalassaInstagram: https://www.instagram.com/laurathalassa/Pinterest: https://www.pinterest.com/laurathalassa/Google+: https://plus.google.com/+LauraThalassa/Amazon: http://www.amazon.com/Laura-Thalassa/e/B00DN9YA3S/Wattpad: https://www.wattpad.com/user/LauraThalassaEmail: laurathalassa.author@gmail.com",both
Self-Compassion: The Proven Power of Being Kind to Yourself,3946,4.7,6173,9.76,Happiness,William Morrow Paperbacks,William Morrow & Company,Dr. Kristin Neff,320.0,dr. kristin neff,,,,,,,,,,,,,,,,left_only
The Nightingale: A Novel,3947,4.7,294097,11.09,World War II,St. Martin's Press,St. Martin's Press,Kristin Hannah,440.0,kristin hannah,,,,,,,,,,,,,,,,left_only
Can't Remember Sh*t Daily Planner and Note Pad,3947,4.8,1821,5.78,Calendars,Peter Pauper Press,PETER PAUPER PRESS,Press Peter,60.0,press peter,,,,,,,,,,,,,,,,left_only
Drop the Rock: Removing Character Defects - Steps Six and Seven,3949,4.8,9184,12.1,Self-Help,Hazelden Publishing,Hazelden Publishing,Bill P.,132.0,bill p.,,,,,,,,,,,,,,,,left_only
